ticker,exchange,name,product_type,size,price_tick,long_margin_rate,short_margin_rate,max_market_order_volume,min_market_order_volume,max_limit_order_volume,min_limit_order_volume,delivery_year,delivery_month
SM108,CZCE,锰硅108,Futures,5,2.0,0.05,0.05,200,1,1000,1,2021,8
UR108,CZCE,尿素108,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,8
b2108,DCE,黄大豆2号2108,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,8
bb2108,DCE,胶合板2108,Futures,500,0.05,0.2,0.2,1000,1,1000,1,2021,8
fb2108,DCE,纤维板2108,Futures,500,0.05,0.2,0.2,1000,1,1000,1,2021,8
i2108,DCE,铁矿石2108,Futures,100,0.5,0.05,0.05,1000,1,1000,1,2021,8
j2108,DCE,焦炭2108,Futures,100,0.5,0.05,0.05,500,1,500,1,2021,8
jm2108,DCE,焦煤2108,Futures,60,0.5,0.05,0.05,1000,1,1000,1,2021,8
l2108,DCE,聚乙烯2108,Futures,5,5.0,0.05,0.05,1000,1,1000,1,2021,8
eg2104,DCE,乙二醇2104,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,4
jd2104,DCE,鲜鸡蛋2104,Futures,10,1.0,0.08,0.08,300,1,300,1,2021,4
fu2105,SHFE,燃料油2105,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,5
sc2105,INE,原油2105,Futures,1000,0.1,0.05,0.05,30,1,500,1,2021,5
i2010,DCE,铁矿石2010,Futures,100,0.5,0.05,0.05,1000,100,1000,100,2020,10
j2010,DCE,焦炭2010,Futures,100,0.5,0.05,0.05,500,10,500,10,2020,10
jm2010,DCE,焦煤2010,Futures,60,0.5,0.05,0.05,1000,100,1000,100,2020,10
l2010,DCE,聚乙烯2010,Futures,5,5.0,0.05,0.05,1000,1,1000,1,2020,10
p2010,DCE,棕榈油2010,Futures,10,2.0,0.05,0.05,1000,1,1000,1,2020,10
